content_id,date,views,avg_watch_time_min,completion_rate,unique_viewers,device,region
CNT0014,2024-09-13,18230,25.9,0.4317,15885,Mobile,Southeast
CNT0014,2024-09-14,183296,34.9,0.5817,141323,Tablet,Northeast
CNT0014,2024-09-15,129875,47.5,0.7917,112689,Tablet,Northeast
CNT0014,2024-09-16,32914,36.5,0.6083,29842,Tablet,Southeast
CNT0014,2024-09-17,27363,51.2,0.8533,19029,Desktop,Southeast
CNT0014,2024-09-18,84793,38.5,0.6417,62033,Mobile,Northeast
CNT0014,2024-09-19,248993,32.4,0.54,153261,Mobile,Northeast
CNT0014,2024-09-20,129823,47.6,0.7933,89441,CTV,Southeast
CNT0014,2024-09-21,80984,43.8,0.73,48904,Tablet,Northeast
CNT0014,2024-09-22,83611,37.3,0.6217,63137,Tablet,Southeast
CNT0014,2024-09-23,82622,32.5,0.5417,53614,Desktop,Northeast
CNT0014,2024-09-24,66458,33.4,0.5567,52834,CTV,Midwest
CNT0014,2024-09-25,34614,52.3,0.8717,25908,Desktop,West
CNT0014,2024-09-26,134620,37.8,0.63,123327,CTV,Southwest
CNT0014,2024-09-27,56939,38.0,0.6333,45809,Mobile,Southwest
CNT0014,2024-09-28,50235,44.1,0.735,44420,CTV,Southeast
CNT0014,2024-09-29,109085,54.6,0.91,65489,Desktop,Midwest
CNT0014,2024-09-30,32161,43.3,0.7217,27619,CTV,Southeast
CNT0014,2024-10-01,26384,33.1,0.5517,20308,Mobile,Midwest
CNT0014,2024-10-02,81877,30.6,0.51,71174,CTV,West
CNT0014,2024-10-03,28316,49.9,0.8317,18381,Mobile,Northeast
CNT0014,2024-10-04,83307,46.4,0.7733,67711,Tablet,Midwest
CNT0014,2024-10-05,75110,35.9,0.5983,53780,Desktop,Northeast
CNT0014,2024-10-06,90624,31.6,0.5267,69265,Tablet,Midwest
CNT0014,2024-10-07,80826,38.9,0.6483,52607,CTV,Southwest
CNT0014,2024-10-08,73884,46.8,0.78,47383,Desktop,Southwest
CNT0014,2024-10-09,64947,44.8,0.7467,55718,Desktop,Northeast
CNT0014,2024-10-10,51497,35.4,0.59,34930,Mobile,Southeast
CNT0014,2024-10-11,55776,22.1,0.3683,44938,Tablet,Southwest
CNT0014,2024-10-12,40242,26.7,0.445,29553,Tablet,Midwest
CNT0014,2024-10-13,50996,28.2,0.47,44457,Tablet,Southeast
CNT0014,2024-10-14,88910,21.1,0.3517,64807,Mobile,Northeast
CNT0014,2024-10-15,37849,24.2,0.4033,32543,CTV,West
CNT0014,2024-10-16,40043,38.1,0.635,27804,Mobile,West
CNT0014,2024-10-17,25762,49.1,0.8183,20099,Tablet,Southwest
CNT0014,2024-10-18,55936,41.3,0.6883,33980,Tablet,Southeast
CNT0014,2024-10-19,25116,25.6,0.4267,20895,Mobile,West
CNT0014,2024-10-20,16379,36.4,0.6067,12461,CTV,Southeast
CNT0014,2024-10-21,17852,28.8,0.48,14591,CTV,Northeast
CNT0014,2024-10-22,51189,48.8,0.8133,43210,Tablet,Midwest
CNT0014,2024-10-23,23316,50.9,0.8483,19320,Tablet,Northeast
CNT0014,2024-10-24,46493,51.4,0.8567,32070,Tablet,West
CNT0014,2024-10-25,35949,32.0,0.5333,24554,Tablet,West
CNT0014,2024-10-26,28506,31.7,0.5283,18951,CTV,Southwest
CNT0014,2024-10-27,21811,42.4,0.7067,13364,Tablet,Southeast
CNT0014,2024-10-28,23619,38.6,0.6433,16837,CTV,Midwest
CNT0014,2024-10-29,28173,41.6,0.6933,21932,Desktop,Midwest
CNT0014,2024-10-30,12831,54.8,0.9133,10827,Tablet,Southeast
CNT0014,2024-10-31,19568,49.3,0.8217,13056,Desktop,Southwest
CNT0014,2024-11-01,30670,36.2,0.6033,20417,CTV,Southeast
CNT0014,2024-11-02,3644,44.4,0.74,2651,Mobile,Southeast
CNT0014,2024-11-03,24521,34.7,0.5783,15566,CTV,Southwest
CNT0014,2024-11-04,2751,42.6,0.71,1944,CTV,Southwest
CNT0014,2024-11-05,20079,24.4,0.4067,18012,Tablet,Northeast
CNT0014,2024-11-06,18805,47.2,0.7867,16190,CTV,West
CNT0014,2024-11-07,2448,52.3,0.8717,1772,CTV,Northeast
CNT0014,2024-11-08,4396,36.6,0.61,2823,Tablet,Southeast
CNT0014,2024-11-09,14188,40.0,0.6667,10272,Mobile,Southeast
CNT0014,2024-11-10,8729,52.0,0.8667,6665,Tablet,Midwest
CNT0014,2024-11-11,12755,51.9,0.865,11413,Mobile,Midwest
CNT0014,2024-11-12,2725,35.4,0.59,1920,Tablet,Southwest
CNT0015,2024-08-11,258272,40.4,0.9182,170749,Desktop,West
CNT0015,2024-08-12,65816,35.5,0.8068,48804,CTV,Southeast
CNT0015,2024-08-13,773895,37.9,0.8614,518328,Desktop,Midwest
CNT0015,2024-08-14,400642,31.3,0.7114,327737,Desktop,West
CNT0015,2024-08-15,433844,38.1,0.8659,309934,CTV,Southwest
CNT0015,2024-08-16,449356,30.9,0.7023,366746,Mobile,Southwest
CNT0015,2024-08-17,175266,33.2,0.7545,120872,CTV,Midwest
CNT0015,2024-08-18,443483,40.0,0.9091,342353,CTV,Northeast
CNT0015,2024-08-19,253993,17.0,0.3864,224551,CTV,Northeast
CNT0015,2024-08-20,106362,38.9,0.8841,97096,Desktop,Northeast
CNT0015,2024-08-21,154172,25.4,0.5773,141368,CTV,Midwest
CNT0015,2024-08-22,475123,34.2,0.7773,409614,CTV,Northeast
CNT0015,2024-08-23,469060,31.4,0.7136,413274,Tablet,Southwest
CNT0015,2024-08-24,388120,28.9,0.6568,341385,Mobile,Southeast
CNT0015,2024-08-25,416352,39.8,0.9045,356969,Desktop,Midwest
CNT0015,2024-08-26,254579,28.3,0.6432,174205,Tablet,Southwest
CNT0015,2024-08-27,214453,16.0,0.3636,180914,Mobile,West
CNT0015,2024-08-28,285494,39.3,0.8932,245698,CTV,West
CNT0015,2024-08-29,138788,38.9,0.8841,110504,Tablet,Southeast
CNT0015,2024-08-30,311271,28.1,0.6386,207511,CTV,Midwest
CNT0015,2024-08-31,260590,39.1,0.8886,186878,Mobile,Southwest
CNT0015,2024-09-01,338323,32.2,0.7318,274723,Mobile,Northeast
CNT0015,2024-09-02,143686,25.3,0.575,111939,Mobile,Northeast
CNT0015,2024-09-03,98469,29.6,0.6727,61877,Desktop,Midwest
CNT0015,2024-09-04,249865,19.5,0.4432,215615,Mobile,Southeast
CNT0015,2024-09-05,171595,17.7,0.4023,149879,Desktop,Northeast
CNT0015,2024-09-06,192441,24.1,0.5477,160964,Mobile,Southwest
CNT0015,2024-09-07,181460,35.4,0.8045,110267,Tablet,Southeast
CNT0015,2024-09-08,120217,22.7,0.5159,86914,Tablet,Midwest
CNT0015,2024-09-09,126196,19.8,0.45,80657,Desktop,Southwest
CNT0015,2024-09-10,114606,31.7,0.7205,102561,Tablet,Midwest
CNT0015,2024-09-11,250444,18.3,0.4159,155366,CTV,Midwest
CNT0015,2024-09-12,24075,39.2,0.8909,21359,CTV,Southwest
CNT0015,2024-09-13,229093,17.8,0.4045,178842,CTV,Midwest
CNT0015,2024-09-14,29898,21.1,0.4795,25240,Desktop,West
CNT0015,2024-09-15,80727,32.9,0.7477,49949,Desktop,Southwest
CNT0015,2024-09-16,76585,32.8,0.7455,65822,Desktop,Northeast
CNT0015,2024-09-17,33658,30.2,0.6864,27938,Mobile,Southwest
CNT0015,2024-09-18,116623,22.6,0.5136,93743,Mobile,Southeast
CNT0015,2024-09-19,17275,35.8,0.8136,12713,Desktop,Northeast
CNT0015,2024-09-20,166628,33.6,0.7636,131177,Mobile,Northeast
CNT0015,2024-09-21,135724,37.7,0.8568,99485,Tablet,West
CNT0015,2024-09-22,33174,30.4,0.6909,23912,Tablet,West
CNT0015,2024-09-23,128127,39.3,0.8932,76937,Desktop,West
CNT0015,2024-09-24,60551,22.4,0.5091,52050,CTV,Southeast
CNT0015,2024-09-25,33830,18.8,0.4273,27864,Mobile,Midwest
CNT0015,2024-09-26,95107,30.2,0.6864,58269,Mobile,West
CNT0015,2024-09-27,58086,29.3,0.6659,51415,Tablet,Midwest
CNT0015,2024-09-28,96906,34.0,0.7727,61051,Tablet,Southwest
CNT0015,2024-09-29,12395,23.6,0.5364,9958,Desktop,West
CNT0015,2024-09-30,22303,22.3,0.5068,13573,Mobile,Southeast
CNT0015,2024-10-01,46347,34.9,0.7932,33005,Tablet,Midwest
CNT0015,2024-10-02,69448,38.2,0.8682,51319,Desktop,Southeast
CNT0015,2024-10-03,49783,35.8,0.8136,31622,Tablet,Southeast
CNT0015,2024-10-04,103126,34.3,0.7795,74402,CTV,Southwest
CNT0015,2024-10-05,92164,35.0,0.7955,65818,Tablet,Southwest
CNT0015,2024-10-06,75607,23.8,0.5409,59460,Mobile,Southeast
CNT0015,2024-10-07,70301,32.6,0.7409,50630,Desktop,Northeast
CNT0015,2024-10-08,31550,30.6,0.6955,19195,Desktop,Northeast
CNT0015,2024-10-09,23572,34.0,0.7727,16666,CTV,Southeast
CNT0015,2024-10-10,28136,34.9,0.7932,25213,Desktop,Southwest
CNT0015,2024-10-11,30953,27.5,0.625,20360,Mobile,Southwest
CNT0015,2024-10-12,4710,22.9,0.5205,3963,Mobile,Northeast
CNT0015,2024-10-13,25312,38.6,0.8773,17422,CTV,Midwest
CNT0015,2024-10-14,60336,27.5,0.625,47404,Mobile,Southeast
CNT0015,2024-10-15,31392,17.7,0.4023,21454,Tablet,Southwest
CNT0015,2024-10-16,34667,27.1,0.6159,29940,Mobile,Northeast
CNT0015,2024-10-17,17212,37.3,0.8477,10371,CTV,Southwest
CNT0015,2024-10-18,26822,22.6,0.5136,19876,Tablet,West
CNT0015,2024-10-19,8948,28.3,0.6432,5517,Desktop,Southwest
CNT0015,2024-10-20,4672,16.9,0.3841,3884,Tablet,Southeast
CNT0015,2024-10-21,10470,23.2,0.5273,8232,Desktop,Northeast
CNT0015,2024-10-22,7844,21.7,0.4932,5793,Tablet,Southeast
CNT0015,2024-10-23,38410,18.0,0.4091,32881,Tablet,Southwest
CNT0015,2024-10-24,5059,29.2,0.6636,3192,Tablet,Southwest
CNT0015,2024-10-25,25569,26.0,0.5909,16395,Tablet,Northeast
CNT0015,2024-10-26,21121,31.5,0.7159,17077,CTV,Southeast
CNT0015,2024-10-27,19837,36.0,0.8182,16069,Mobile,Northeast
CNT0015,2024-10-28,19254,39.0,0.8864,12656,Mobile,Northeast
CNT0015,2024-10-29,21613,16.2,0.3682,14245,CTV,Southeast
CNT0015,2024-10-30,22710,26.2,0.5955,16062,Desktop,Northeast
CNT0015,2024-10-31,9576,23.6,0.5364,8291,Mobile,Midwest
CNT0015,2024-11-01,5934,17.8,0.4045,5057,CTV,West
CNT0015,2024-11-02,20500,27.4,0.6227,12976,CTV,Midwest
CNT0015,2024-11-03,10998,33.9,0.7705,8592,CTV,Northeast
CNT0015,2024-11-04,20638,26.0,0.5909,14032,Mobile,Southeast
CNT0015,2024-11-05,7243,36.8,0.8364,4989,CTV,Midwest
CNT0015,2024-11-06,9885,37.2,0.8455,7788,Mobile,Southeast
CNT0015,2024-11-07,2347,24.7,0.5614,1513,CTV,Northeast
CNT0015,2024-11-08,22382,33.9,0.7705,18854,CTV,Northeast
CNT0016,2024-12-20,286836,21.8,0.4955,200257,Mobile,Southwest
CNT0016,2024-12-21,147366,20.2,0.4591,118682,Desktop,Southeast
CNT0016,2024-12-22,644055,24.9,0.5659,586936,Mobile,Southeast
CNT0016,2024-12-23,251054,33.8,0.7682,171051,Tablet,Midwest
CNT0016,2024-12-24,321892,18.6,0.4227,224477,Tablet,Midwest
CNT0016,2024-12-25,257180,30.7,0.6977,189547,CTV,Southeast
CNT0016,2024-12-26,233668,30.0,0.6818,172357,Mobile,Midwest
CNT0016,2024-12-27,170311,34.1,0.775,141953,Desktop,Southeast
CNT0016,2024-12-28,355506,34.2,0.7773,285730,Tablet,Southeast
CNT0016,2024-12-29,226362,32.0,0.7273,175667,Desktop,Southeast
CNT0016,2024-12-30,557562,27.2,0.6182,375940,Tablet,Northeast
CNT0016,2024-12-31,335759,32.7,0.7432,308605,Tablet,Midwest
CNT0017,2024-08-30,296460,14.8,0.6727,184169,Tablet,West
CNT0017,2024-08-31,268147,12.3,0.5591,182021,CTV,Southwest
CNT0017,2024-09-01,509979,12.9,0.5864,323159,Tablet,Midwest
CNT0017,2024-09-02,203851,10.8,0.4909,177692,Desktop,Southeast
CNT0017,2024-09-03,280609,18.7,0.85,238176,Desktop,West
CNT0017,2024-09-04,437286,16.7,0.7591,355695,Desktop,Southeast
CNT0017,2024-09-05,335986,15.0,0.6818,275712,Tablet,Southeast
CNT0017,2024-09-06,530696,18.7,0.85,416335,Desktop,Southeast
CNT0017,2024-09-07,169788,11.3,0.5136,149545,Tablet,West
CNT0017,2024-09-08,398545,9.6,0.4364,252295,Tablet,Northeast
CNT0017,2024-09-09,101116,15.7,0.7136,88607,Tablet,Southeast
CNT0017,2024-09-10,472532,14.6,0.6636,317481,Desktop,Southeast
CNT0017,2024-09-11,661359,11.3,0.5136,512903,Tablet,Southeast
CNT0017,2024-09-12,382918,14.9,0.6773,280352,CTV,West
CNT0017,2024-09-13,302802,9.5,0.4318,236476,Mobile,Southwest
CNT0017,2024-09-14,362427,17.1,0.7773,305472,CTV,West
CNT0017,2024-09-15,104516,12.1,0.55,70221,CTV,Northeast
CNT0017,2024-09-16,156967,18.9,0.8591,120061,Mobile,West
CNT0017,2024-09-17,80140,8.1,0.3682,48676,Mobile,West
CNT0017,2024-09-18,79281,12.5,0.5682,59531,Mobile,Northeast
CNT0017,2024-09-19,62235,11.1,0.5045,49559,Tablet,Southwest
CNT0017,2024-09-20,274264,7.9,0.3591,243216,Tablet,Midwest
CNT0017,2024-09-21,256859,10.3,0.4682,164949,CTV,Midwest
CNT0017,2024-09-22,149767,17.5,0.7955,118239,Desktop,West
CNT0017,2024-09-23,159122,10.0,0.4545,128185,Mobile,Southwest
CNT0017,2024-09-24,133066,9.8,0.4455,115711,Desktop,Midwest
CNT0017,2024-09-25,109705,10.3,0.4682,94467,CTV,West
CNT0017,2024-09-26,70836,17.1,0.7773,55763,Desktop,Northeast
CNT0017,2024-09-27,112658,12.7,0.5773,88239,CTV,Northeast
CNT0017,2024-09-28,124011,15.8,0.7182,102284,Tablet,Midwest
CNT0017,2024-09-29,230088,13.5,0.6136,183733,Tablet,Northeast
CNT0017,2024-09-30,125044,16.3,0.7409,97062,Mobile,Midwest
CNT0017,2024-10-01,47198,15.2,0.6909,28815,Tablet,Northeast
CNT0017,2024-10-02,67498,12.1,0.55,57202,CTV,Northeast
CNT0017,2024-10-03,85741,17.4,0.7909,58218,Desktop,Southwest
CNT0017,2024-10-04,17687,17.2,0.7818,11072,Mobile,Southeast
CNT0017,2024-10-05,93546,19.9,0.9045,62576,Tablet,West
CNT0017,2024-10-06,178049,17.7,0.8045,161354,Desktop,Southwest
CNT0017,2024-10-07,27648,11.2,0.5091,23892,Desktop,Northeast
CNT0017,2024-10-08,15930,19.7,0.8955,13967,Tablet,Southwest
CNT0017,2024-10-09,58304,8.2,0.3727,53527,CTV,Northeast
CNT0017,2024-10-10,97272,7.8,0.3545,67169,CTV,Northeast
CNT0017,2024-10-11,24211,18.3,0.8318,19610,Mobile,Northeast
CNT0017,2024-10-12,18666,14.3,0.65,16162,Tablet,West
CNT0017,2024-10-13,30793,12.8,0.5818,23839,CTV,Northeast
CNT0017,2024-10-14,137120,15.3,0.6955,93085,Mobile,Northeast
CNT0017,2024-10-15,37867,10.9,0.4955,33569,Desktop,Midwest
CNT0017,2024-10-16,65475,11.0,0.5,42552,CTV,Southeast
CNT0017,2024-10-17,45975,10.2,0.4636,33844,Tablet,Southwest
CNT0017,2024-10-18,106988,8.9,0.4045,92859,CTV,Southeast
CNT0017,2024-10-19,75728,12.5,0.5682,47371,Tablet,Northeast
CNT0017,2024-10-20,108412,18.8,0.8545,92478,CTV,Southeast
CNT0017,2024-10-21,30092,17.5,0.7955,18996,Desktop,Northeast
CNT0017,2024-10-22,21198,11.5,0.5227,15865,CTV,Southeast
CNT0017,2024-10-23,85508,14.7,0.6682,69232,Desktop,Northeast
CNT0017,2024-10-24,18944,9.4,0.4273,14601,Desktop,Midwest
CNT0017,2024-10-25,21979,19.1,0.8682,19755,CTV,Southwest
CNT0017,2024-10-26,27317,19.9,0.9045,20554,Desktop,West
CNT0017,2024-10-27,47349,11.4,0.5182,34904,CTV,Southeast
CNT0017,2024-10-28,66001,17.6,0.8,41283,Tablet,Midwest
CNT0017,2024-10-29,71093,19.9,0.9045,57616,Tablet,Northeast
CNT0017,2024-10-30,57184,20.2,0.9182,37408,Mobile,Northeast
CNT0017,2024-10-31,11609,11.3,0.5136,7143,Mobile,Northeast
CNT0017,2024-11-01,36180,10.4,0.4727,22303,Tablet,Southeast
CNT0017,2024-11-02,21426,8.5,0.3864,16611,Desktop,Midwest
CNT0017,2024-11-03,14705,20.2,0.9182,9648,Tablet,Midwest
CNT0017,2024-11-04,4791,7.7,0.35,3845,Desktop,West
CNT0017,2024-11-05,10853,19.4,0.8818,8132,Desktop,Southwest
CNT0017,2024-11-06,42912,19.2,0.8727,30675,Tablet,Southwest
CNT0017,2024-11-07,20474,14.1,0.6409,18717,Mobile,Northeast
CNT0017,2024-11-08,6410,12.3,0.5591,5057,Desktop,West
CNT0017,2024-11-09,33830,12.1,0.55,27479,Tablet,Southeast
CNT0017,2024-11-10,24933,12.3,0.5591,18987,Mobile,Southeast
CNT0017,2024-11-11,30263,15.7,0.7136,18994,Mobile,West
CNT0017,2024-11-12,22677,9.4,0.4273,18347,Tablet,Midwest
CNT0017,2024-11-13,2888,10.9,0.4955,2540,Tablet,Northeast
CNT0017,2024-11-14,42517,8.2,0.3727,29511,Desktop,Northeast
CNT0017,2024-11-15,12834,7.8,0.3545,11061,Tablet,Southeast
CNT0017,2024-11-16,9254,8.2,0.3727,7626,Tablet,Northeast
CNT0017,2024-11-17,2588,7.7,0.35,2081,Tablet,West
CNT0017,2024-11-18,25388,15.2,0.6909,20694,CTV,West
CNT0017,2024-11-19,10084,14.4,0.6545,6075,Tablet,Southeast
CNT0017,2024-11-20,9972,14.0,0.6364,6338,Desktop,Southeast
CNT0017,2024-11-21,5434,10.6,0.4818,4220,Mobile,Southeast
CNT0017,2024-11-22,14116,9.6,0.4364,8529,Desktop,West
CNT0017,2024-11-23,16415,18.6,0.8455,12612,Desktop,Southwest
CNT0017,2024-11-24,21202,15.2,0.6909,12937,Desktop,Northeast
CNT0017,2024-11-25,2315,16.8,0.7636,1799,Tablet,Southwest
CNT0017,2024-11-26,4344,10.6,0.4818,3843,CTV,Northeast
CNT0017,2024-11-27,11042,12.1,0.55,6730,Desktop,Southeast
CNT0018,2024-09-13,420414,54.1,0.9017,379203,Mobile,Southeast
CNT0018,2024-09-14,848685,39.1,0.6517,544856,CTV,West
CNT0018,2024-09-15,342150,25.0,0.4167,281954,Desktop,West
CNT0018,2024-09-16,467893,54.5,0.9083,370390,Tablet,Southwest
CNT0018,2024-09-17,349226,22.0,0.3667,313089,CTV,Northeast
CNT0018,2024-09-18,56513,51.6,0.86,35758,Desktop,Midwest
CNT0018,2024-09-19,277943,31.3,0.5217,221310,Mobile,Southwest
CNT0018,2024-09-20,138181,52.8,0.88,94521,Tablet,Southwest
CNT0018,2024-09-21,348920,48.4,0.8067,241490,Mobile,Southwest
CNT0018,2024-09-22,47824,27.0,0.45,38512,Mobile,Northeast
CNT0018,2024-09-23,263195,28.6,0.4767,186919,CTV,Southeast
CNT0018,2024-09-24,392856,40.1,0.6683,332904,Mobile,Northeast
CNT0018,2024-09-25,193604,49.2,0.82,154608,Tablet,Midwest
CNT0018,2024-09-26,225641,49.1,0.8183,164446,CTV,Midwest
CNT0018,2024-09-27,279182,39.9,0.665,253079,Tablet,Midwest
CNT0018,2024-09-28,298123,40.6,0.6767,245450,CTV,Southwest
CNT0018,2024-09-29,232247,27.4,0.4567,205848,CTV,West
CNT0018,2024-09-30,274609,54.0,0.9,214541,CTV,Midwest
CNT0018,2024-10-01,232425,51.6,0.86,178117,Tablet,Northeast
CNT0018,2024-10-02,309306,23.3,0.3883,190381,Desktop,West
CNT0018,2024-10-03,253995,29.2,0.4867,189163,Desktop,Midwest
CNT0018,2024-10-04,143408,51.6,0.86,89853,Desktop,Southeast
CNT0018,2024-10-05,199974,35.2,0.5867,179269,Tablet,Southwest
CNT0018,2024-10-06,70035,31.2,0.52,62166,CTV,Southeast
CNT0018,2024-10-07,156022,28.5,0.475,94636,Desktop,Southeast
CNT0018,2024-10-08,257044,45.7,0.7617,204892,Mobile,Southwest
CNT0018,2024-10-09,133508,31.1,0.5183,92976,Tablet,Southeast
CNT0018,2024-10-10,122643,48.5,0.8083,105437,Desktop,Southeast
CNT0018,2024-10-11,94305,46.4,0.7733,83771,Mobile,Southeast
CNT0018,2024-10-12,159558,38.5,0.6417,134886,Desktop,Northeast
CNT0018,2024-10-13,148858,45.3,0.755,103977,Desktop,Midwest
CNT0018,2024-10-14,55624,53.2,0.8867,40464,CTV,Midwest
CNT0018,2024-10-15,250624,32.6,0.5433,187148,CTV,West
CNT0018,2024-10-16,64955,49.5,0.825,50677,Tablet,Northeast
CNT0018,2024-10-17,63866,30.5,0.5083,45859,CTV,Southeast
CNT0018,2024-10-18,45725,28.6,0.4767,29547,Desktop,Southwest
CNT0018,2024-10-19,88509,33.3,0.555,79471,CTV,Midwest
CNT0018,2024-10-20,164782,39.4,0.6567,141603,Tablet,Southeast
CNT0018,2024-10-21,17349,30.6,0.51,15470,Mobile,Southwest
CNT0018,2024-10-22,120585,34.4,0.5733,107265,CTV,West
CNT0018,2024-10-23,28673,24.4,0.4067,19915,Mobile,Southwest
CNT0018,2024-10-24,30553,49.4,0.8233,18590,CTV,West
CNT0018,2024-10-25,124237,39.5,0.6583,105118,CTV,Midwest
CNT0018,2024-10-26,117520,29.2,0.4867,77134,Tablet,West
CNT0018,2024-10-27,105984,28.2,0.47,92704,CTV,West
CNT0018,2024-10-28,47460,54.7,0.9117,40920,CTV,Southeast
CNT0018,2024-10-29,26018,49.7,0.8283,20492,CTV,Midwest
CNT0018,2024-10-30,105500,47.7,0.795,91027,CTV,Southeast
CNT0018,2024-10-31,31653,22.5,0.375,19956,CTV,Northeast
CNT0018,2024-11-01,64407,29.2,0.4867,43663,Desktop,Southwest
CNT0018,2024-11-02,33092,37.7,0.6283,25014,CTV,Northeast
CNT0018,2024-11-03,11995,43.1,0.7183,7902,Desktop,West
CNT0018,2024-11-04,17487,33.9,0.565,11522,Desktop,West
CNT0018,2024-11-05,93254,30.6,0.51,70641,Desktop,Midwest
CNT0018,2024-11-06,83082,31.6,0.5267,69179,Mobile,Southeast
CNT0018,2024-11-07,2945,30.8,0.5133,2501,Mobile,Southeast
CNT0018,2024-11-08,37935,23.8,0.3967,27435,Tablet,West
CNT0018,2024-11-09,61303,47.3,0.7883,42369,Tablet,Midwest
CNT0018,2024-11-10,39080,46.1,0.7683,33926,Tablet,Northeast
CNT0018,2024-11-11,19559,42.0,0.7,17649,Desktop,Southeast
CNT0018,2024-11-12,39942,42.0,0.7,35627,CTV,West
CNT0018,2024-11-13,34215,35.6,0.5933,25135,Tablet,Midwest
CNT0018,2024-11-14,13283,32.8,0.5467,10770,Tablet,Northeast
CNT0018,2024-11-15,14997,21.9,0.365,11760,CTV,Midwest
CNT0018,2024-11-16,36245,39.7,0.6617,26464,CTV,Southwest
CNT0018,2024-11-17,8558,26.3,0.4383,5808,CTV,West
CNT0018,2024-11-18,37940,42.4,0.7067,31016,Tablet,Northeast
CNT0018,2024-11-19,31429,42.5,0.7083,23663,Tablet,Southeast
CNT0018,2024-11-20,29042,29.4,0.49,18830,Tablet,Northeast
CNT0018,2024-11-21,37403,33.2,0.5533,24300,Mobile,West
CNT0018,2024-11-22,46670,38.7,0.645,32250,Desktop,West
CNT0018,2024-11-23,15920,52.2,0.87,9978,Desktop,Southeast
CNT0018,2024-11-24,32173,31.7,0.5283,19525,CTV,Southeast
CNT0018,2024-11-25,22076,49.4,0.8233,18705,Mobile,Southwest
CNT0018,2024-11-26,40210,40.3,0.6717,33093,Mobile,Northeast
CNT0018,2024-11-27,15028,25.9,0.4317,11120,Tablet,West
CNT0018,2024-11-28,39988,28.1,0.4683,36416,Desktop,Northeast
CNT0018,2024-11-29,25974,43.5,0.725,17260,Tablet,West
CNT0018,2024-11-30,18881,40.5,0.675,16659,Desktop,Southeast
CNT0018,2024-12-01,24516,25.8,0.43,15448,Desktop,Northeast
CNT0018,2024-12-02,22924,48.5,0.8083,14955,Tablet,West
CNT0018,2024-12-03,13019,27.3,0.455,9665,Mobile,Midwest
CNT0018,2024-12-04,3527,48.5,0.8083,2666,Desktop,Midwest
CNT0018,2024-12-05,16456,28.5,0.475,14127,Mobile,West
CNT0018,2024-12-06,14588,44.0,0.7333,10218,Tablet,Southwest
CNT0018,2024-12-07,18994,54.4,0.9067,12977,Tablet,Southwest
CNT0018,2024-12-08,13103,41.1,0.685,8531,Desktop,Southwest
CNT0018,2024-12-09,9587,45.2,0.7533,8299,CTV,Midwest
CNT0018,2024-12-10,13488,42.4,0.7067,9451,Tablet,Southwest
CNT0018,2024-12-11,4958,54.2,0.9033,3639,Tablet,Southwest
CNT0019,2024-09-28,502964,50.4,0.84,324793,CTV,West
CNT0019,2024-09-29,175857,46.7,0.7783,154800,Tablet,Southeast
CNT0019,2024-09-30,643819,53.3,0.8883,538684,CTV,Southwest
CNT0019,2024-10-01,349254,41.0,0.6833,233638,Desktop,Southeast
CNT0019,2024-10-02,123543,25.5,0.425,78484,Tablet,Midwest
CNT0019,2024-10-03,48514,27.4,0.4567,41332,Desktop,West
CNT0019,2024-10-04,349814,39.8,0.6633,305824,CTV,Midwest
CNT0019,2024-10-05,430765,54.3,0.905,358126,Tablet,Southeast
CNT0019,2024-10-06,342391,25.0,0.4167,262381,CTV,West
CNT0019,2024-10-07,46046,28.0,0.4667,37201,Mobile,Northeast
CNT0019,2024-10-08,239045,36.5,0.6083,195491,Mobile,Southeast
CNT0019,2024-10-09,150599,36.2,0.6033,125594,Mobile,Northeast
CNT0019,2024-10-10,522309,44.9,0.7483,358467,CTV,West
CNT0019,2024-10-11,396447,34.7,0.5783,330458,CTV,West
CNT0019,2024-10-12,159948,34.9,0.5817,107214,Mobile,Southwest
CNT0019,2024-10-13,366451,27.9,0.465,233100,Mobile,Southeast
CNT0019,2024-10-14,32747,49.1,0.8183,28461,Desktop,Southwest
CNT0019,2024-10-15,193981,25.3,0.4217,167109,Mobile,Southeast
CNT0019,2024-10-16,147340,35.5,0.5917,109685,Tablet,Northeast
CNT0019,2024-10-17,260644,26.7,0.445,237900,Tablet,West
CNT0019,2024-10-18,308523,23.9,0.3983,205535,CTV,Midwest
CNT0019,2024-10-19,368840,44.2,0.7367,292899,Desktop,West
CNT0019,2024-10-20,329271,25.6,0.4267,256809,Desktop,West
CNT0019,2024-10-21,97960,40.4,0.6733,84917,CTV,Southeast
CNT0019,2024-10-22,105777,29.9,0.4983,75976,CTV,Southwest
CNT0019,2024-10-23,124559,33.8,0.5633,107613,CTV,Northeast
CNT0019,2024-10-24,54549,51.7,0.8617,37822,CTV,West
CNT0019,2024-10-25,117697,47.9,0.7983,90602,CTV,Southwest
CNT0019,2024-10-26,40335,28.4,0.4733,30963,CTV,Midwest
CNT0019,2024-10-27,109475,42.8,0.7133,67830,CTV,Midwest
CNT0019,2024-10-28,104594,23.2,0.3867,76334,Desktop,Northeast
CNT0019,2024-10-29,248420,28.3,0.4717,175298,CTV,Midwest
CNT0019,2024-10-30,203913,43.1,0.7183,153493,Tablet,Midwest
CNT0019,2024-10-31,131207,38.3,0.6383,86999,CTV,Northeast
