campaign_id,date,impressions,clicks,ctr,spend,cpm,completions,completion_rate,reach,frequency
CMP0036,2024-12-10,2144935,40753,0.019,55510.92,25.88,1191629,0.5556,1324421,2.5
CMP0036,2024-12-11,2186717,36736,0.0168,69297.06,31.69,1815800,0.8304,1238849,4.25
CMP0036,2024-12-12,1847410,37132,0.0201,52743.56,28.55,1350971,0.7313,1166129,2.66
CMP0036,2024-12-13,2343174,26009,0.0111,38732.67,16.53,1325008,0.5655,1719498,2.39
CMP0036,2024-12-14,1959582,125021,0.0638,42914.85,21.9,1616092,0.8247,1368672,2.89
CMP0036,2024-12-15,1826373,16072,0.0088,48325.83,26.46,1356337,0.7426,1210707,3.91
CMP0036,2024-12-16,2340843,36517,0.0156,74649.48,31.89,1736718,0.7419,1518979,3.6
CMP0036,2024-12-17,2141444,36404,0.017,41586.84,19.42,1677478,0.7833,1204185,2.09
CMP0036,2024-12-18,2045586,13091,0.0064,28474.56,13.92,1751471,0.8562,1361003,2.54
CMP0037,2024-09-24,639758,30644,0.0479,4747.0,7.42,474239,0.7413,374616,3.92
CMP0037,2024-09-25,562923,11483,0.0204,13954.86,24.79,333179,0.5919,419199,4.29
CMP0037,2024-09-26,704102,4647,0.0066,6703.05,9.52,494995,0.703,466623,1.71
CMP0037,2024-09-27,693358,77864,0.1123,17008.07,24.53,433151,0.6247,460161,1.95
CMP0037,2024-09-28,718905,4169,0.0058,21272.4,29.59,607258,0.8447,524508,1.52
CMP0037,2024-09-29,632370,9928,0.0157,11180.3,17.68,432723,0.6843,430615,2.41
CMP0037,2024-09-30,667589,8344,0.0125,12884.47,19.3,601770,0.9014,430374,2.39
CMP0037,2024-10-01,559862,8397,0.015,16639.1,29.72,425065,0.7592,400235,1.61
CMP0037,2024-10-02,537613,22042,0.041,5725.58,10.65,437325,0.8135,352080,2.15
CMP0037,2024-10-03,706379,30868,0.0437,12432.27,17.6,552238,0.7818,409267,1.55
CMP0037,2024-10-04,538660,6733,0.0125,11952.87,22.19,346709,0.6437,358026,4.01
CMP0037,2024-10-05,878850,9491,0.0108,5404.93,6.15,770399,0.8766,535632,3.1
CMP0037,2024-10-06,549210,18014,0.0328,9149.84,16.66,318201,0.5794,384461,1.93
CMP0037,2024-10-07,823209,14076,0.0171,18201.15,22.11,622587,0.7563,622603,1.27
CMP0037,2024-10-08,488056,8248,0.0169,11220.41,22.99,275061,0.5636,372609,3.37
CMP0037,2024-10-09,585894,44176,0.0754,8061.9,13.76,521763,0.8905,329423,2.52
CMP0037,2024-10-10,806577,9194,0.0114,18930.36,23.47,625986,0.7761,583057,3.12
CMP0037,2024-10-11,752000,5640,0.0075,7978.72,10.61,540293,0.7185,522445,4.27
CMP0037,2024-10-12,786965,14637,0.0186,10844.38,13.78,540149,0.6864,507383,1.33
CMP0037,2024-10-13,618086,6984,0.0113,12553.33,20.31,406915,0.6583,360737,3.46
CMP0037,2024-10-14,542000,975,0.0018,10677.4,19.7,403312,0.7441,392384,3.18
CMP0037,2024-10-15,615042,18328,0.0298,15357.6,24.97,481406,0.7827,490063,2.74
CMP0037,2024-10-16,821531,18073,0.022,24875.96,30.28,751637,0.9149,510825,3.17
CMP0037,2024-10-17,868357,10941,0.0126,17071.9,19.66,797289,0.9182,554414,1.54
CMP0037,2024-10-18,537777,3871,0.0072,10492.03,19.51,421502,0.7838,361991,1.71
CMP0037,2024-10-19,643073,6945,0.0108,15703.84,24.42,586691,0.9123,353944,1.18
CMP0037,2024-10-20,733251,14518,0.0198,6650.59,9.07,633371,0.8638,549858,4.5
CMP0037,2024-10-21,615903,18969,0.0308,9041.46,14.68,466456,0.7574,436906,1.14
CMP0038,2024-10-29,529196,4233,0.008,7048.89,13.32,445780,0.8424,331775,2.82
CMP0038,2024-10-30,614552,10385,0.0169,3785.64,6.16,493951,0.8038,390449,3.56
CMP0038,2024-10-31,507243,5021,0.0099,3428.96,6.76,311945,0.615,320896,2.25
CMP0038,2024-11-01,571618,5487,0.0096,17045.65,29.82,483008,0.845,406656,2.74
CMP0038,2024-11-02,276101,5963,0.0216,8059.39,29.19,206710,0.7487,174986,3.77
CMP0038,2024-11-03,405812,10510,0.0259,10271.1,25.31,348588,0.859,253565,3.56
CMP0038,2024-11-04,478683,9286,0.0194,9540.15,19.93,300161,0.6271,345309,3.82
CMP0038,2024-11-05,514655,2727,0.0053,7817.61,15.19,467696,0.9088,319145,1.21
CMP0038,2024-11-06,562177,29514,0.0525,12530.93,22.29,484422,0.8617,389445,2.42
CMP0038,2024-11-07,617134,17094,0.0277,17575.98,28.48,511030,0.8281,448234,2.17
CMP0038,2024-11-08,527710,1952,0.0037,8844.42,16.76,387291,0.7339,321592,2.64
CMP0038,2024-11-09,538727,17131,0.0318,6260.01,11.62,356560,0.6619,311415,3.77
CMP0038,2024-11-10,369009,2619,0.0071,10978.02,29.75,263544,0.7142,205255,2.74
CMP0038,2024-11-11,498305,11261,0.0226,5456.44,10.95,444361,0.8917,365312,2.88
CMP0039,2024-10-11,501085,8919,0.0178,4875.56,9.73,437229,0.8726,378587,4.29
CMP0039,2024-10-12,390379,4177,0.0107,3689.08,9.45,319365,0.8181,259540,3.53
CMP0039,2024-10-13,441927,27443,0.0621,2700.17,6.11,395509,0.895,318966,3.12
CMP0039,2024-10-14,355065,9018,0.0254,6440.88,18.14,201347,0.5671,241495,3.34
CMP0039,2024-10-15,378461,1211,0.0032,7955.25,21.02,251863,0.6655,292563,2.19
CMP0039,2024-10-16,401450,6182,0.0154,5295.13,13.19,268202,0.6681,265068,1.5
CMP0039,2024-10-17,262105,1205,0.0046,3436.2,13.11,145637,0.5556,184976,2.85
CMP0039,2024-10-18,389452,9502,0.0244,5884.62,15.11,260091,0.6678,227980,3.49
CMP0039,2024-10-19,291300,6641,0.0228,3603.38,12.37,167893,0.5764,204875,2.25
CMP0039,2024-10-20,331533,1723,0.0052,3109.78,9.38,240086,0.7242,238330,1.46
CMP0039,2024-10-21,386051,1042,0.0027,6597.61,17.09,237893,0.6162,269861,3.12
CMP0039,2024-10-22,445052,33512,0.0753,10761.36,24.18,346266,0.778,279541,3.88
CMP0039,2024-10-23,337391,11842,0.0351,7908.45,23.44,252162,0.7474,267692,3.67
CMP0039,2024-10-24,446556,2947,0.0066,4211.02,9.43,379909,0.8508,348278,2.69
CMP0039,2024-10-25,349676,2832,0.0081,8322.29,23.8,284209,0.8128,233006,1.89
CMP0039,2024-10-26,353146,12042,0.0341,10025.81,28.39,274842,0.7783,274823,2.43
CMP0039,2024-10-27,503549,25076,0.0498,11727.66,23.29,423911,0.8418,388035,2.64
CMP0039,2024-10-28,347244,9653,0.0278,6375.4,18.36,236137,0.68,231025,1.68
CMP0039,2024-10-29,422592,23707,0.0561,9178.7,21.72,252344,0.5971,243300,3.88
CMP0039,2024-10-30,347944,7550,0.0217,5034.75,14.47,274979,0.7903,260299,2.91
CMP0039,2024-10-31,277366,4687,0.0169,4645.88,16.75,216268,0.7797,190546,4.41
CMP0040,2024-11-15,2725829,49337,0.0181,40505.82,14.86,2320086,0.8511,1901926,3.77
CMP0040,2024-11-16,2100265,82330,0.0392,55594.01,26.47,1578296,0.7515,1279142,3.35
CMP0040,2024-11-17,2865965,43562,0.0152,86552.14,30.2,2185154,0.7624,1924947,3.11
CMP0040,2024-11-18,2177450,91017,0.0418,44485.3,20.43,1859865,0.8541,1293500,4.35
CMP0040,2024-11-19,2561757,18957,0.0074,22620.31,8.83,2180579,0.8512,1902964,2.39
CMP0040,2024-11-20,3005553,140659,0.0468,69608.61,23.16,1753731,0.5835,2266963,4.12
CMP0040,2024-11-21,2347531,63618,0.0271,52913.35,22.54,1291302,0.5501,1377252,1.61
CMP0040,2024-11-22,3272719,39272,0.012,52821.68,16.14,2499816,0.7638,1960085,3.42
CMP0040,2024-11-23,3253226,240413,0.0739,67764.7,20.83,2888492,0.8879,2036966,4.31
CMP0040,2024-11-24,2516167,90582,0.036,79385.07,31.55,1704395,0.6774,1440057,1.13
CMP0040,2024-11-25,2433299,194907,0.0801,40173.77,16.51,1453155,0.5972,1517274,2.36
CMP0040,2024-11-26,2012541,74262,0.0369,14852.55,7.38,1630643,0.8102,1519847,2.32
CMP0040,2024-11-27,2343266,78030,0.0333,66806.51,28.51,1492752,0.637,1700169,2.44
CMP0040,2024-11-28,1942132,24470,0.0126,30977.01,15.95,1342360,0.6912,1332845,3.35
CMP0040,2024-11-29,3403627,7487,0.0022,37065.5,10.89,2356331,0.6923,2658642,3.96
CMP0040,2024-11-30,2563707,70758,0.0276,81859.16,31.93,2045644,0.7979,1496100,1.34
CMP0040,2024-12-01,2630730,27622,0.0105,65110.57,24.75,1920642,0.7301,1734134,4.47
CMP0040,2024-12-02,2163215,47158,0.0218,49104.98,22.7,1522614,0.7039,1436390,3.78
CMP0040,2024-12-03,1883612,15445,0.0082,32153.26,17.07,1161293,0.6165,1275871,2.98
CMP0040,2024-12-04,2367580,52560,0.0222,36081.92,15.24,1464922,0.6187,1660012,3.06
CMP0040,2024-12-05,2423836,57444,0.0237,29473.85,12.16,1783069,0.7356,1582060,2.96
CMP0041,2024-10-20,966645,55775,0.0577,30381.65,31.43,734858,0.7602,701997,1.48
CMP0041,2024-10-21,688692,31266,0.0454,16494.17,23.95,414986,0.6026,504689,4.44
CMP0041,2024-10-22,742527,21310,0.0287,19491.33,26.25,536124,0.722,422912,4.13
CMP0041,2024-10-23,676541,3179,0.0047,12367.17,18.28,557756,0.8244,534536,1.37
CMP0041,2024-10-24,767034,13960,0.0182,20518.16,26.75,510556,0.6656,431988,2.27
CMP0041,2024-10-25,1067876,22959,0.0215,19424.66,18.19,789892,0.7397,712602,3.59
CMP0041,2024-10-26,1231209,25486,0.0207,38142.85,30.98,1040793,0.8453,766183,1.22
CMP0041,2024-10-27,991379,45206,0.0456,25270.25,25.49,811919,0.819,684970,1.31
CMP0041,2024-10-28,693636,15953,0.023,7213.81,10.4,394747,0.5691,553237,3.85
CMP0041,2024-10-29,780019,7488,0.0096,10499.06,13.46,452823,0.5805,527604,3.99
CMP0041,2024-10-30,699005,27121,0.0388,6605.6,9.45,457121,0.654,534364,1.15
CMP0041,2024-10-31,728640,3060,0.0042,7679.87,10.54,560291,0.769,428282,2.62
CMP0041,2024-11-01,1063624,22761,0.0214,13603.75,12.79,860776,0.8093,713935,3.82
CMP0041,2024-11-02,951158,18452,0.0194,14181.77,14.91,552840,0.5812,557633,4.28
CMP0041,2024-11-03,761963,1752,0.0023,14393.48,18.89,699197,0.9176,565827,1.91
CMP0041,2024-11-04,703532,5346,0.0076,15885.75,22.58,441830,0.628,516104,2.27
CMP0041,2024-11-05,528989,11743,0.0222,13563.28,25.64,313647,0.5929,313108,2.46
CMP0041,2024-11-06,761101,8752,0.0115,19331.97,25.4,630494,0.8284,519931,2.39
CMP0041,2024-11-07,677369,19846,0.0293,12422.95,18.34,408931,0.6037,519927,1.14
CMP0041,2024-11-08,915560,8789,0.0096,16177.95,17.67,733402,0.801,723695,3.42
CMP0041,2024-11-09,1110992,3777,0.0034,33174.22,29.86,873069,0.7858,876623,2.57
CMP0042,2024-08-18,169228,2623,0.0155,4792.54,28.32,114049,0.6739,104375,1.43
CMP0042,2024-08-19,149136,2863,0.0192,2411.53,16.17,124687,0.8361,109953,3.6
CMP0042,2024-08-20,108266,779,0.0072,1198.5,11.07,73062,0.6748,78229,1.71
CMP0042,2024-08-21,157455,2109,0.0134,3698.62,23.49,135053,0.8577,87071,1.43
CMP0042,2024-08-22,126216,277,0.0022,2220.14,17.59,79665,0.6312,78357,1.76
CMP0042,2024-08-23,134397,1908,0.0142,1127.59,8.39,120587,0.8972,95979,3.94
CMP0042,2024-08-24,156241,5296,0.0339,3529.48,22.59,126865,0.812,90618,4.01
CMP0042,2024-08-25,182863,6418,0.0351,4218.65,23.07,161461,0.883,126452,4.39
CMP0042,2024-08-26,147912,3446,0.0233,3563.2,24.09,95216,0.6437,98618,4.28
CMP0042,2024-08-27,139650,3533,0.0253,4188.1,29.99,91088,0.6523,91714,4.17
CMP0042,2024-08-28,111763,759,0.0068,1610.5,14.41,68167,0.6099,63537,3.74
CMP0042,2024-08-29,143925,273,0.0019,2108.5,14.65,82357,0.5722,113542,2.0
CMP0042,2024-08-30,206905,1738,0.0084,3885.68,18.78,184885,0.8936,145366,1.71
CMP0042,2024-08-31,170752,2697,0.0158,1663.12,9.74,142479,0.8344,103236,3.29
CMP0042,2024-09-01,176093,2799,0.0159,4331.89,24.6,103580,0.5882,100061,3.04
CMP0042,2024-09-02,128787,4610,0.0358,2265.36,17.59,113552,0.8817,75625,3.28
CMP0042,2024-09-03,136071,6449,0.0474,3167.73,23.28,88253,0.6486,98653,4.18
CMP0042,2024-09-04,165431,794,0.0048,3209.36,19.4,148518,0.8978,111280,2.58
CMP0042,2024-09-05,119890,1150,0.0096,3153.11,26.3,100778,0.8406,82128,1.11
CMP0042,2024-09-06,199998,1379,0.0069,5453.95,27.27,145671,0.7284,138360,4.28
CMP0042,2024-09-07,209148,3660,0.0175,4963.08,23.73,146032,0.6982,148091,4.36
CMP0043,2024-12-18,1845324,10887,0.0059,36721.95,19.9,1671019,0.9055,1052045,2.66
CMP0043,2024-12-19,1810793,9597,0.0053,41358.51,22.84,1114269,0.6153,1013741,2.41
CMP0043,2024-12-20,1440230,12530,0.0087,34695.14,24.09,1269837,0.8817,1019184,2.32
CMP0043,2024-12-21,1534431,23630,0.0154,34447.98,22.45,1261409,0.8221,897620,1.76
CMP0043,2024-12-22,1222790,29102,0.0238,26192.16,21.42,893879,0.731,691791,2.94
CMP0043,2024-12-23,1683019,13127,0.0078,33458.42,19.88,1445162,0.8587,1114708,4.49
CMP0043,2024-12-24,1765129,29830,0.0169,13167.86,7.46,1485317,0.8415,989714,1.5
CMP0043,2024-12-25,1157984,30570,0.0264,27038.93,23.35,833281,0.7196,833192,4.07
CMP0043,2024-12-26,1530118,31214,0.0204,32224.29,21.06,1365143,0.8922,855671,1.58
CMP0043,2024-12-27,1486347,45482,0.0306,27125.83,18.25,1322353,0.8897,834510,3.48
CMP0043,2024-12-28,1453879,41435,0.0285,15236.65,10.48,826507,0.5685,911341,3.8
CMP0043,2024-12-29,1677389,39586,0.0236,17511.94,10.44,1289384,0.7687,1265506,1.46
CMP0043,2024-12-30,1931766,16806,0.0087,51732.69,26.78,1220126,0.6316,1450975,2.55
CMP0043,2024-12-31,1844298,64919,0.0352,58169.16,31.54,1477295,0.801,1163860,4.42
CMP0044,2024-09-14,191427,1933,0.0101,1831.96,9.57,164527,0.8595,143240,3.7
CMP0044,2024-09-15,117709,6968,0.0592,1732.68,14.72,69998,0.5947,68896,2.51
CMP0044,2024-09-16,131213,1902,0.0145,2675.43,20.39,93463,0.7123,102532,1.24
CMP0044,2024-09-17,112264,538,0.0048,3146.76,28.03,87184,0.7766,83571,1.15
CMP0044,2024-09-18,154779,5788,0.0374,954.99,6.17,95403,0.6164,88577,3.32
CMP0044,2024-09-19,154302,2823,0.0183,2595.36,16.82,130962,0.8487,114668,3.45
CMP0044,2024-09-20,158512,4565,0.0288,3588.71,22.64,117860,0.7435,103509,4.29
CMP0044,2024-09-21,164003,3968,0.0242,1144.74,6.98,101124,0.6166,110697,4.33
CMP0044,2024-09-22,153649,998,0.0065,4048.65,26.35,104282,0.6787,84682,1.9
CMP0044,2024-09-23,149506,328,0.0022,2958.72,19.79,87521,0.5854,95754,3.69
CMP0044,2024-09-24,175328,4137,0.0236,2051.34,11.7,146402,0.835,125330,2.04
CMP0044,2024-09-25,129074,903,0.007,3447.57,26.71,103716,0.8035,102245,2.71
CMP0044,2024-09-26,163039,7304,0.0448,3818.37,23.42,92272,0.566,115955,2.07
CMP0044,2024-09-27,172321,3187,0.0185,2531.4,14.69,146112,0.8479,127448,1.25
CMP0044,2024-09-28,149237,2014,0.0135,4484.57,30.05,91792,0.6151,111386,2.75
CMP0044,2024-09-29,141806,1843,0.013,4150.66,29.27,115844,0.8169,99005,2.21
CMP0044,2024-09-30,120723,3042,0.0252,2849.06,23.6,80945,0.6705,89907,2.21
CMP0044,2024-10-01,136689,4264,0.0312,3441.83,25.18,119173,0.8719,88011,1.85
CMP0044,2024-10-02,130032,2483,0.0191,2417.29,18.59,114360,0.8795,76229,4.25
CMP0044,2024-10-03,185580,5808,0.0313,2982.27,16.07,111435,0.6005,135465,3.25
CMP0044,2024-10-04,157837,2130,0.0135,1777.24,11.26,94239,0.5971,114124,1.3
CMP0044,2024-10-05,173165,1471,0.0085,4872.86,28.14,124622,0.7197,102652,2.27
CMP0044,2024-10-06,158877,2716,0.0171,3446.04,21.69,133795,0.8421,112723,3.18
CMP0044,2024-10-07,171110,8572,0.0501,5342.05,31.22,148241,0.8663,97809,4.01
CMP0044,2024-10-08,130074,2900,0.0223,4148.06,31.89,100011,0.7689,98758,2.05
CMP0044,2024-10-09,142342,5380,0.0378,3578.48,25.14,91278,0.6413,89935,3.07
CMP0044,2024-10-10,107577,6745,0.0627,2301.07,21.39,65096,0.6051,74596,1.12
CMP0044,2024-10-11,188643,5055,0.0268,1328.05,7.04,136604,0.7241,140001,1.21
CMP0044,2024-10-12,176883,3431,0.0194,3265.26,18.46,149513,0.8453,133603,2.64
CMP0044,2024-10-13,198814,596,0.003,4079.66,20.52,110261,0.5546,145720,4.33
CMP0044,2024-10-14,140587,2699,0.0192,1924.64,13.69,111011,0.7896,80511,2.73
CMP0044,2024-10-15,143334,4615,0.0322,3481.58,24.29,124332,0.8674,105611,1.18
CMP0044,2024-10-16,143121,3921,0.0274,3731.16,26.07,125009,0.8734,93220,3.79
CMP0044,2024-10-17,133250,6609,0.0496,2407.83,18.07,104515,0.7844,101948,1.34
CMP0044,2024-10-18,173061,1349,0.0078,2537.07,14.66,97278,0.5621,113610,2.02
CMP0044,2024-10-19,164801,2406,0.0146,3312.5,20.1,139084,0.844,123093,1.38
CMP0044,2024-10-20,131575,2947,0.0224,3306.48,25.13,75034,0.5703,103461,3.39
CMP0044,2024-10-21,138229,1313,0.0095,1228.86,8.89,94723,0.6853,97421,2.34
CMP0044,2024-10-22,128658,2122,0.0165,2641.35,20.53,73951,0.5748,93577,1.8
CMP0044,2024-10-23,117922,837,0.0071,1438.65,12.2,69811,0.592,78963,4.29
CMP0044,2024-10-24,124508,2253,0.0181,3852.28,30.94,78144,0.6276,91669,1.87
CMP0044,2024-10-25,195580,2268,0.0116,2532.76,12.95,156793,0.8017,121120,1.32
CMP0045,2024-07-01,476218,5095,0.0107,8876.7,18.64,354721,0.7449,276529,3.51
CMP0045,2024-07-02,385368,28247,0.0733,7649.55,19.85,253625,0.6581,271776,3.82
CMP0045,2024-07-03,329742,3132,0.0095,8912.93,27.03,296149,0.8981,186768,4.13
CMP0045,2024-07-04,576488,21906,0.038,4658.02,8.08,508600,0.8822,358629,4.35
CMP0045,2024-07-05,574545,6607,0.0115,7566.76,13.17,464186,0.8079,387290,4.07
CMP0045,2024-07-06,464811,11434,0.0246,10369.93,22.31,306065,0.6585,368313,2.94
CMP0045,2024-07-07,355360,177,0.0005,5333.95,15.01,253808,0.7142,252721,2.09
CMP0045,2024-07-08,457830,12819,0.028,13125.99,28.67,291162,0.636,360249,3.29
CMP0045,2024-07-09,415355,9428,0.0227,6192.94,14.91,327731,0.789,262328,3.12
CMP0045,2024-07-10,467967,6223,0.0133,13051.6,27.89,334476,0.7147,292956,1.55
CMP0045,2024-07-11,528305,6550,0.0124,5531.35,10.47,341392,0.6462,354524,4.4
CMP0045,2024-07-12,426548,7507,0.0176,3083.94,7.23,290331,0.6807,283220,1.67
CMP0045,2024-07-13,585397,11181,0.0191,14348.08,24.51,383751,0.6555,464396,3.95
CMP0045,2024-07-14,528025,7022,0.0133,12318.82,23.33,320399,0.6068,321818,1.24
CMP0045,2024-07-15,431453,6946,0.0161,4008.2,9.29,278869,0.6463,257199,3.01
CMP0045,2024-07-16,524862,4303,0.0082,7474.03,14.24,355448,0.6772,337606,2.94
CMP0045,2024-07-17,352134,5070,0.0144,4873.53,13.84,313596,0.8906,229288,2.8
CMP0045,2024-07-18,346527,7796,0.0225,6206.3,17.91,231646,0.6685,190961,3.61
CMP0045,2024-07-19,416978,9298,0.0223,6092.05,14.61,338176,0.811,278740,2.09
CMP0045,2024-07-20,420122,7268,0.0173,13233.84,31.5,320250,0.7623,246515,3.02
CMP0045,2024-07-21,331860,5774,0.0174,5804.23,17.49,267142,0.805,243223,4.16
CMP0046,2024-08-13,1223665,32549,0.0266,24864.87,20.32,812501,0.664,795880,3.96
CMP0046,2024-08-14,766947,4831,0.0063,6442.35,8.4,437437,0.5704,544784,3.08
CMP0046,2024-08-15,1447560,18384,0.0127,43904.49,30.33,945015,0.6528,804318,2.93
CMP0046,2024-08-16,1117642,49064,0.0439,26219.88,23.46,650835,0.5823,757701,1.76
CMP0046,2024-08-17,917204,1742,0.0019,19930.84,21.73,824620,0.8991,712769,2.33
CMP0046,2024-08-18,1039108,33459,0.0322,29302.85,28.2,713621,0.6868,668362,2.07
CMP0046,2024-08-19,780637,13348,0.0171,24527.61,31.42,681879,0.8735,446446,3.57
CMP0047,2024-08-07,441631,7949,0.018,14048.28,31.81,374222,0.8474,274764,3.84
CMP0047,2024-08-08,384865,11238,0.0292,6550.4,17.02,339327,0.8817,225104,3.1
CMP0047,2024-08-09,403176,2822,0.007,4596.21,11.4,292547,0.7256,309188,4.45
CMP0047,2024-08-10,270094,3457,0.0128,8362.11,30.96,224113,0.8298,154524,2.49
CMP0047,2024-08-11,276324,13760,0.0498,4636.72,16.78,208804,0.7556,201042,3.67
CMP0047,2024-08-12,271349,461,0.0017,2941.42,10.84,187571,0.6913,186814,1.24
CMP0047,2024-08-13,328800,9042,0.0275,9107.76,27.7,217813,0.6624,226812,2.68
CMP0048,2024-10-07,356449,9552,0.0268,2160.08,6.06,230690,0.6472,281240,3.94
CMP0048,2024-10-08,329712,7484,0.0227,7583.38,23.0,290243,0.8803,215726,2.77
CMP0048,2024-10-09,390296,1912,0.0049,4824.06,12.36,231898,0.5942,241711,4.48
CMP0048,2024-10-10,418086,1379,0.0033,10611.02,25.38,319833,0.765,289062,4.05
CMP0048,2024-10-11,317877,5117,0.0161,5842.58,18.38,256485,0.8069,184335,2.84
CMP0048,2024-10-12,284589,2134,0.0075,7962.8,27.98,173671,0.6103,160686,2.19
CMP0048,2024-10-13,359413,9704,0.027,3421.61,9.52,219394,0.6104,222177,2.53
CMP0048,2024-10-14,413907,1779,0.0043,6316.22,15.26,272039,0.6572,282451,4.28
CMP0048,2024-10-15,403773,3916,0.0097,10469.83,25.93,249451,0.6178,231615,3.66
CMP0048,2024-10-16,332677,11111,0.0334,9541.18,28.68,284746,0.8559,239940,2.12
CMP0048,2024-10-17,376428,25145,0.0668,8996.63,23.9,220382,0.5855,261621,3.9
CMP0048,2024-10-18,337161,4720,0.014,6564.52,19.47,231971,0.688,226310,2.26
CMP0048,2024-10-19,249618,6515,0.0261,2161.69,8.66,151564,0.6072,151088,1.74
CMP0048,2024-10-20,356535,2994,0.0084,7825.94,21.95,305772,0.8576,242947,2.91
CMP0048,2024-10-21,321994,7277,0.0226,8262.37,25.66,190674,0.5922,214165,1.36
CMP0048,2024-10-22,390134,16190,0.0415,11707.92,30.01,283791,0.7274,244962,2.33
CMP0048,2024-10-23,445264,489,0.0011,12970.54,29.13,343356,0.7711,329894,2.26
CMP0048,2024-10-24,365869,12037,0.0329,2469.62,6.75,311498,0.8514,221566,4.01
CMP0048,2024-10-25,327442,8513,0.026,3893.29,11.89,195278,0.5964,190752,1.37
CMP0048,2024-10-26,462451,16648,0.036,12199.46,26.38,267649,0.5788,343912,3.67
CMP0048,2024-10-27,332441,2726,0.0082,2925.48,8.8,280390,0.8434,225517,1.3
CMP0048,2024-10-28,385094,3234,0.0084,4844.48,12.58,221240,0.5745,276072,3.67
CMP0048,2024-10-29,279821,2994,0.0107,8372.24,29.92,175167,0.626,216943,1.73
CMP0048,2024-10-30,411366,11641,0.0283,3439.02,8.36,354996,0.863,323112,4.33
CMP0048,2024-10-31,424164,5980,0.0141,4313.75,10.17,311860,0.7352,310546,1.92
CMP0048,2024-11-01,382736,13472,0.0352,3283.87,8.58,292375,0.7639,211842,1.84
CMP0048,2024-11-02,320308,5381,0.0168,4269.71,13.33,283028,0.8836,219180,4.41
CMP0048,2024-11-03,335382,335,0.001,3877.02,11.56,247026,0.7366,243802,2.35
CMP0049,2024-11-10,86040,851,0.0099,1499.68,17.43,77811,0.9044,51212,2.31
CMP0049,2024-11-11,87888,1037,0.0118,1016.86,11.57,55738,0.6342,50817,4.45
CMP0049,2024-11-12,97269,1780,0.0183,862.78,8.87,58389,0.6003,72034,3.5
CMP0049,2024-11-13,99505,1482,0.0149,702.51,7.06,66807,0.6714,57606,2.06
CMP0049,2024-11-14,69652,1873,0.0269,982.79,14.11,63465,0.9112,46039,2.98
CMP0049,2024-11-15,65768,552,0.0084,1857.29,28.24,40766,0.6198,37316,3.96
CMP0049,2024-11-16,68851,881,0.0128,1629.01,23.66,42435,0.6163,55058,2.77
CMP0049,2024-11-17,84784,1509,0.0178,1474.39,17.39,67289,0.7937,48432,1.59
CMP0049,2024-11-18,80340,562,0.007,1715.26,21.35,47210,0.5876,62771,4.42
CMP0049,2024-11-19,99669,4833,0.0485,3125.62,31.36,67305,0.6753,69642,4.47
CMP0049,2024-11-20,93610,2358,0.0252,2601.42,27.79,76603,0.8183,58003,3.53
CMP0049,2024-11-21,90282,3755,0.0416,1182.69,13.1,76027,0.8421,64186,2.46
CMP0049,2024-11-22,97397,1129,0.0116,2111.57,21.68,68143,0.6996,65366,2.05
CMP0049,2024-11-23,59356,1632,0.0275,522.93,8.81,38151,0.6427,40024,3.24
CMP0049,2024-11-24,65221,1382,0.0212,560.25,8.59,37146,0.5695,36984,3.41
CMP0049,2024-11-25,91065,865,0.0095,1452.49,15.95,72970,0.8013,53562,3.21
CMP0049,2024-11-26,77199,501,0.0065,616.82,7.99,63928,0.8281,57273,3.8
CMP0049,2024-11-27,76376,320,0.0042,1772.69,23.21,55860,0.7314,47003,2.27
CMP0049,2024-11-28,84743,2949,0.0348,1712.66,20.21,76476,0.9024,47278,2.56
CMP0049,2024-11-29,93911,2216,0.0236,1499.76,15.97,62581,0.6664,60486,2.66
CMP0049,2024-11-30,65906,863,0.0131,1349.1,20.47,57228,0.8683,41241,3.5
CMP0049,2024-12-01,76092,563,0.0074,722.87,9.5,62001,0.8148,51123,1.47
CMP0049,2024-12-02,73096,2879,0.0394,1692.9,23.16,58739,0.8036,50659,2.72
CMP0049,2024-12-03,86200,1068,0.0124,1652.45,19.17,59892,0.6948,58070,4.4
CMP0049,2024-12-04,89538,2748,0.0307,1358.29,15.17,81638,0.9118,56419,1.2
CMP0049,2024-12-05,94830,758,0.008,2632.48,27.76,64397,0.6791,69748,1.19
CMP0049,2024-12-06,87720,640,0.0073,1304.4,14.87,51405,0.586,55814,2.32
CMP0049,2024-12-07,76329,1984,0.026,1770.07,23.19,48973,0.6416,54347,3.11
CMP0050,2024-10-22,762680,38972,0.0511,5872.64,7.7,505517,0.6628,483843,1.17
CMP0050,2024-10-23,781465,10002,0.0128,14050.74,17.98,679441,0.8694,540783,4.16
CMP0050,2024-10-24,754709,3924,0.0052,18180.94,24.09,579281,0.7676,601081,2.38
CMP0050,2024-10-25,884823,9379,0.0106,18483.95,20.89,751286,0.8491,508785,3.4
CMP0050,2024-10-26,791588,25409,0.0321,15095.58,19.07,659404,0.833,502567,3.19
CMP0050,2024-10-27,755390,8007,0.0106,13098.46,17.34,554359,0.7339,575481,3.78
CMP0050,2024-10-28,794214,19855,0.025,15828.69,19.93,521259,0.6563,446255,4.49
