user_id,date,group,session_length_min,filters_used,exported_report
USER054,2024-07-21,pre,6.1,4,0
USER008,2024-07-21,pre,5.9,1,0
USER027,2024-07-21,pre,1.5,2,0
USER005,2024-07-21,pre,3.7,2,0
USER028,2024-07-21,pre,4.9,4,0
USER026,2024-07-21,pre,8.8,1,1
USER031,2024-07-21,pre,8.5,3,1
USER048,2024-07-21,pre,6.1,4,0
USER033,2024-07-21,pre,6.0,4,0
USER030,2024-07-21,pre,5.0,2,0
USER029,2024-07-21,pre,6.5,3,0
USER040,2024-07-21,pre,6.7,3,0
USER057,2024-07-21,pre,2.5,1,1
USER049,2024-07-21,pre,3.8,3,0
USER002,2024-07-21,pre,5.0,4,0
USER038,2024-07-21,pre,6.0,5,1
USER004,2024-07-21,pre,2.0,1,0
USER053,2024-07-21,pre,2.1,4,0
USER032,2024-07-21,pre,5.8,1,0
USER017,2024-07-21,pre,5.4,4,0
USER044,2024-07-21,pre,2.8,2,0
USER004,2024-07-22,pre,2.7,4,0
USER010,2024-07-22,pre,3.8,1,0
USER047,2024-07-22,pre,6.0,1,0
USER032,2024-07-22,pre,9.0,4,1
USER053,2024-07-22,pre,2.1,2,0
USER017,2024-07-22,pre,5.9,2,0
USER050,2024-07-22,pre,1.4,1,0
USER033,2024-07-22,pre,9.1,3,0
USER039,2024-07-22,pre,8.9,7,1
USER055,2024-07-22,pre,4.0,3,0
USER011,2024-07-22,pre,3.4,2,1
USER018,2024-07-22,pre,6.6,3,1
USER020,2024-07-22,pre,5.1,1,1
USER015,2024-07-22,pre,5.8,2,0
USER029,2024-07-22,pre,6.2,4,0
USER052,2024-07-22,pre,6.2,4,0
USER029,2024-07-23,pre,5.2,2,0
USER030,2024-07-23,pre,5.2,2,0
USER019,2024-07-23,pre,2.0,2,0
USER038,2024-07-23,pre,3.4,6,0
USER027,2024-07-23,pre,5.4,3,0
USER060,2024-07-23,pre,6.4,3,0
USER034,2024-07-23,pre,4.4,6,0
USER048,2024-07-23,pre,3.7,4,1
USER058,2024-07-23,pre,6.0,1,0
USER024,2024-07-23,pre,2.3,1,0
USER045,2024-07-23,pre,5.3,0,0
USER009,2024-07-23,pre,5.6,1,0
USER059,2024-07-23,pre,5.7,0,0
USER016,2024-07-23,pre,5.4,2,1
USER050,2024-07-23,pre,5.1,2,1
USER047,2024-07-23,pre,9.6,5,0
USER042,2024-07-23,pre,4.2,2,0
USER041,2024-07-23,pre,3.9,1,1
USER043,2024-07-23,pre,6.4,5,1
USER007,2024-07-23,pre,4.9,6,0
USER054,2024-07-23,pre,6.6,1,1
USER040,2024-07-23,pre,4.7,3,0
USER044,2024-07-23,pre,3.6,2,0
USER021,2024-07-23,pre,5.9,1,0
USER056,2024-07-23,pre,5.3,0,0
USER032,2024-07-23,pre,7.4,4,0
USER037,2024-07-23,pre,1.8,5,0
USER052,2024-07-23,pre,7.7,2,0
USER008,2024-07-23,pre,7.0,1,0
USER036,2024-07-23,pre,5.5,1,0
USER057,2024-07-23,pre,5.5,1,0
USER026,2024-07-23,pre,6.1,3,0
USER011,2024-07-23,pre,4.3,2,0
USER049,2024-07-23,pre,5.9,1,0
USER039,2024-07-23,pre,6.8,0,0
USER025,2024-07-23,pre,5.9,2,0
USER055,2024-07-23,pre,0.5,2,0
USER012,2024-07-23,pre,1.5,1,1
USER028,2024-07-23,pre,2.0,4,0
USER015,2024-07-23,pre,1.3,0,0
USER020,2024-07-23,pre,5.2,2,1
USER048,2024-07-24,pre,4.6,2,0
USER018,2024-07-24,pre,4.2,1,0
USER014,2024-07-24,pre,4.7,0,0
USER029,2024-07-24,pre,4.0,2,1
USER020,2024-07-24,pre,4.4,3,0
USER010,2024-07-24,pre,4.1,2,1
USER033,2024-07-24,pre,3.5,5,1
USER060,2024-07-24,pre,6.0,1,0
USER009,2024-07-24,pre,5.6,1,0
USER051,2024-07-24,pre,5.0,1,0
USER055,2024-07-24,pre,3.8,4,0
USER002,2024-07-24,pre,7.5,2,0
USER012,2024-07-24,pre,7.0,3,1
USER052,2024-07-24,pre,5.6,2,0
USER004,2024-07-24,pre,2.3,1,0
USER059,2024-07-24,pre,3.5,2,0
USER005,2024-07-24,pre,2.2,1,0
USER001,2024-07-24,pre,7.9,2,0
USER027,2024-07-24,pre,7.4,3,0
USER019,2024-07-24,pre,3.7,6,1
USER037,2024-07-24,pre,4.2,5,0
USER026,2024-07-24,pre,2.4,1,0
USER003,2024-07-24,pre,5.0,0,0
USER030,2024-07-24,pre,6.7,2,0
USER011,2024-07-24,pre,7.1,0,0
USER025,2024-07-24,pre,7.5,3,0
USER022,2024-07-24,pre,9.5,0,0
USER036,2024-07-24,pre,7.3,2,0
USER046,2024-07-24,pre,4.3,3,0
USER031,2024-07-24,pre,2.0,1,1
USER042,2024-07-24,pre,2.6,2,0
USER057,2024-07-24,pre,6.8,2,1
USER034,2024-07-24,pre,8.6,0,1
USER032,2024-07-24,pre,8.1,2,0
USER024,2024-07-24,pre,3.9,1,1
USER047,2024-07-24,pre,6.1,2,0
USER017,2024-07-24,pre,1.8,3,0
USER015,2024-07-24,pre,3.8,4,0
USER058,2024-07-24,pre,3.8,5,1
USER049,2024-07-24,pre,1.2,1,1
USER056,2024-07-24,pre,5.4,3,0
USER028,2024-07-24,pre,5.0,2,1
USER023,2024-07-24,pre,3.0,1,0
USER054,2024-07-25,pre,3.9,5,0
USER024,2024-07-25,pre,3.3,2,0
USER008,2024-07-25,pre,4.9,2,0
USER045,2024-07-25,pre,6.9,4,0
USER060,2024-07-25,pre,5.4,2,0
USER030,2024-07-25,pre,8.0,1,0
USER021,2024-07-25,pre,5.9,1,1
USER058,2024-07-25,pre,4.2,2,0
USER039,2024-07-25,pre,3.6,1,1
USER025,2024-07-25,pre,4.8,2,0
USER031,2024-07-25,pre,7.8,3,1
USER038,2024-07-25,pre,4.3,1,0
USER012,2024-07-25,pre,8.5,3,0
USER037,2024-07-25,pre,6.8,5,0
USER027,2024-07-25,pre,7.5,3,1
USER002,2024-07-25,pre,3.3,0,0
USER022,2024-07-25,pre,6.8,2,0
USER034,2024-07-25,pre,3.9,1,0
USER056,2024-07-26,pre,5.6,1,0
USER022,2024-07-26,pre,2.2,1,1
USER033,2024-07-26,pre,2.5,5,1
USER037,2024-07-26,pre,4.7,5,0
USER013,2024-07-26,pre,5.9,4,0
USER047,2024-07-26,pre,7.4,0,1
USER026,2024-07-26,pre,3.3,1,0
USER032,2024-07-26,pre,2.8,4,0
USER019,2024-07-26,pre,3.2,1,1
USER011,2024-07-26,pre,4.6,2,0
USER035,2024-07-26,pre,5.1,6,0
USER055,2024-07-26,pre,5.1,2,1
USER054,2024-07-26,pre,6.7,2,0
USER003,2024-07-26,pre,3.1,2,0
USER006,2024-07-26,pre,4.9,2,0
USER053,2024-07-26,pre,7.8,2,0
USER048,2024-07-26,pre,3.7,6,0
USER042,2024-07-26,pre,5.5,4,0
USER031,2024-07-26,pre,5.4,2,0
USER034,2024-07-26,pre,7.3,2,0
USER029,2024-07-26,pre,6.2,1,1
USER014,2024-07-26,pre,3.2,3,0
USER058,2024-07-26,pre,3.3,3,1
USER041,2024-07-26,pre,5.8,3,1
USER004,2024-07-26,pre,9.0,2,0
USER008,2024-07-26,pre,7.0,5,0
USER007,2024-07-26,pre,4.3,2,0
USER005,2024-07-26,pre,6.6,4,1
USER039,2024-07-26,pre,9.2,2,0
USER002,2024-07-26,pre,3.3,1,1
USER021,2024-07-26,pre,9.3,1,0
USER012,2024-07-26,pre,5.1,1,0
USER046,2024-07-26,pre,7.5,1,1
USER059,2024-07-26,pre,5.7,2,0
USER043,2024-07-27,pre,5.0,0,0
USER025,2024-07-27,pre,5.3,3,0
USER005,2024-07-27,pre,4.2,4,0
USER048,2024-07-27,pre,2.6,6,0
USER059,2024-07-27,pre,4.3,2,1
USER040,2024-07-27,pre,7.4,3,0
USER054,2024-07-27,pre,3.6,3,0
USER057,2024-07-27,pre,4.2,2,0
USER049,2024-07-27,pre,5.3,5,0
USER003,2024-07-27,pre,6.1,2,1
USER020,2024-07-27,pre,4.5,2,0
USER031,2024-07-27,pre,4.3,2,0
USER060,2024-07-27,pre,1.6,3,1
USER056,2024-07-27,pre,5.4,3,0
USER058,2024-07-27,pre,7.2,3,0
USER004,2024-07-27,pre,7.6,4,0
USER010,2024-07-27,pre,6.6,3,0
USER055,2024-07-27,pre,3.3,3,0
USER028,2024-07-27,pre,4.5,4,0
USER024,2024-07-27,pre,3.1,2,0
USER017,2024-07-27,pre,6.6,1,0
USER019,2024-07-27,pre,2.1,2,1
USER006,2024-07-27,pre,3.0,7,0
USER051,2024-07-27,pre,9.0,3,0
USER056,2024-07-28,pre,7.7,1,0
USER006,2024-07-28,pre,6.2,2,0
USER059,2024-07-28,pre,2.0,2,0
USER038,2024-07-28,pre,5.9,4,1
USER057,2024-07-28,pre,3.1,1,0
USER003,2024-07-28,pre,5.8,3,1
USER026,2024-07-28,pre,7.8,1,0
USER021,2024-07-28,pre,6.6,0,0
USER049,2024-07-28,pre,3.6,3,0
USER054,2024-07-28,pre,2.7,3,1
USER047,2024-07-28,pre,3.6,3,0
USER016,2024-07-28,pre,5.0,2,1
USER012,2024-07-28,pre,5.9,3,0
USER048,2024-07-28,pre,5.1,3,0
USER044,2024-07-28,pre,2.5,3,1
USER051,2024-07-28,pre,3.3,4,0
USER032,2024-07-28,pre,4.2,2,0
USER039,2024-07-28,pre,5.7,4,0
USER005,2024-07-28,pre,5.7,1,0
USER008,2024-07-28,pre,4.3,4,1
USER042,2024-07-28,pre,8.5,3,0
USER046,2024-07-28,pre,3.9,0,0
USER033,2024-07-28,pre,6.0,3,1
USER022,2024-07-28,pre,1.9,0,0
USER041,2024-07-28,pre,4.5,2,0
USER050,2024-07-28,pre,9.1,3,0
USER034,2024-07-29,pre,4.4,2,0
USER058,2024-07-29,pre,6.0,3,1
USER053,2024-07-29,pre,8.3,1,1
USER060,2024-07-29,pre,2.4,5,0
USER056,2024-07-29,pre,6.4,2,0
USER016,2024-07-29,pre,5.0,3,0
USER028,2024-07-29,pre,6.6,3,0
USER054,2024-07-29,pre,1.3,1,0
USER001,2024-07-29,pre,1.3,4,0
USER032,2024-07-29,pre,8.4,3,1
USER038,2024-07-29,pre,6.4,2,0
USER036,2024-07-29,pre,3.6,9,1
USER014,2024-07-29,pre,8.7,1,1
USER055,2024-07-29,pre,6.1,3,1
USER043,2024-07-29,pre,6.2,0,0
USER019,2024-07-29,pre,7.0,2,0
USER004,2024-07-29,pre,5.0,4,1
USER033,2024-07-29,pre,4.6,4,1
USER013,2024-07-29,pre,6.1,1,1
USER042,2024-07-29,pre,5.9,2,0
USER031,2024-07-29,pre,2.3,3,0
USER046,2024-07-29,pre,4.8,2,0
USER048,2024-07-29,pre,7.4,4,0
USER026,2024-07-29,pre,4.6,1,0
USER008,2024-07-29,pre,4.1,3,0
USER023,2024-07-29,pre,4.3,0,0
USER012,2024-07-29,pre,1.9,0,0
USER025,2024-07-29,pre,5.4,2,0
USER027,2024-07-29,pre,3.3,1,0
USER017,2024-07-29,pre,6.5,2,0
USER041,2024-07-29,pre,3.0,4,0
USER030,2024-07-29,pre,3.9,1,0
USER021,2024-07-29,pre,3.5,1,1
USER040,2024-07-29,pre,2.1,4,0
USER052,2024-07-29,pre,3.7,1,0
USER018,2024-07-29,pre,4.9,4,1
USER037,2024-07-29,pre,6.2,2,0
USER047,2024-07-29,pre,5.3,3,0
USER045,2024-07-29,pre,2.4,0,0
USER057,2024-07-29,pre,7.3,5,0
USER050,2024-07-29,pre,6.0,4,0
USER033,2024-07-30,pre,2.4,3,1
USER014,2024-07-30,pre,6.3,3,0
USER010,2024-07-30,pre,8.3,3,0
USER049,2024-07-30,pre,4.2,0,0
USER020,2024-07-30,pre,1.8,0,0
USER002,2024-07-30,pre,5.7,5,0
USER044,2024-07-30,pre,6.5,2,1
USER031,2024-07-30,pre,1.8,3,1
USER012,2024-07-30,pre,4.1,5,0
USER060,2024-07-30,pre,0.5,0,0
USER006,2024-07-30,pre,2.0,2,0
USER040,2024-07-30,pre,3.8,2,0
USER023,2024-07-30,pre,9.9,2,0
USER057,2024-07-30,pre,0.7,1,0
USER051,2024-07-30,pre,3.6,0,0
USER007,2024-07-30,pre,6.3,2,1
USER041,2024-07-30,pre,5.1,0,0
USER043,2024-07-30,pre,8.0,3,0
USER027,2024-07-30,pre,8.6,1,0
USER005,2024-07-30,pre,4.3,1,0
USER046,2024-07-30,pre,4.7,1,1
USER055,2024-07-30,pre,6.3,4,0
USER038,2024-07-30,pre,6.2,3,0
USER047,2024-07-30,pre,3.4,2,0
USER039,2024-07-30,pre,0.5,3,0
USER035,2024-07-30,pre,4.7,3,0
USER004,2024-07-30,pre,4.1,3,0
USER017,2024-07-30,pre,7.1,1,0
USER036,2024-07-30,pre,4.1,3,1
USER056,2024-07-30,pre,5.7,2,0
USER045,2024-07-30,pre,9.6,2,0
USER008,2024-07-30,pre,0.5,1,0
USER013,2024-07-30,pre,2.5,1,0
USER024,2024-07-30,pre,7.6,3,0
USER050,2024-07-30,pre,1.6,3,0
USER015,2024-07-30,pre,6.4,3,0
USER054,2024-07-30,pre,5.3,5,0
USER009,2024-07-30,pre,3.1,4,0
USER058,2024-07-30,pre,5.6,5,0
USER011,2024-07-30,pre,5.6,1,0
USER042,2024-07-30,pre,7.5,2,0
USER026,2024-07-30,pre,8.6,2,1
USER016,2024-07-30,pre,5.1,6,0
USER052,2024-07-30,pre,5.2,3,0
USER048,2024-07-30,pre,4.7,0,0
USER031,2024-07-31,pre,0.5,2,1
USER005,2024-07-31,pre,3.8,4,1
USER044,2024-07-31,pre,6.9,0,1
USER006,2024-07-31,pre,0.5,2,0
USER033,2024-07-31,pre,5.1,1,0
USER057,2024-07-31,pre,8.0,4,0
USER014,2024-07-31,pre,7.6,1,0
USER009,2024-07-31,pre,3.6,1,0
USER043,2024-07-31,pre,2.4,2,1
USER001,2024-07-31,pre,6.1,3,0
USER030,2024-07-31,pre,3.2,4,0
USER010,2024-07-31,pre,3.8,1,1
USER013,2024-07-31,pre,4.3,2,0
USER037,2024-07-31,pre,6.8,3,0
USER008,2024-07-31,pre,6.6,0,0
USER038,2024-07-31,pre,6.0,1,1
USER055,2024-07-31,pre,8.4,3,0
USER035,2024-07-31,pre,7.6,1,0
USER017,2024-07-31,pre,1.8,2,1
USER026,2024-07-31,pre,8.0,3,1
USER022,2024-07-31,pre,1.9,5,0
USER024,2024-07-31,pre,2.8,2,0
USER004,2024-07-31,pre,9.3,3,0
USER027,2024-07-31,pre,5.2,2,0
USER054,2024-07-31,pre,5.5,0,1
USER028,2024-07-31,pre,10.8,1,1
USER056,2024-07-31,pre,8.0,2,0
USER040,2024-07-31,pre,2.7,3,0
USER059,2024-07-31,pre,6.7,3,1
USER048,2024-07-31,pre,4.2,2,0
USER015,2024-07-31,pre,7.5,1,0
USER029,2024-07-31,pre,2.1,5,0
USER039,2024-07-31,pre,5.5,1,0
USER036,2024-07-31,pre,6.3,3,1
USER021,2024-07-31,pre,3.7,3,0
USER012,2024-07-31,pre,4.3,3,0
USER025,2024-07-31,pre,6.0,4,0
USER020,2024-07-31,pre,10.0,3,0
USER023,2024-07-31,pre,1.7,1,1
USER019,2024-07-31,pre,3.4,4,0
USER003,2024-07-31,pre,7.4,4,0
USER060,2024-07-31,pre,4.8,5,1
USER047,2024-07-31,pre,7.0,3,0
USER050,2024-07-31,pre,7.0,2,1
USER041,2024-07-31,pre,5.8,3,1
USER024,2024-08-01,pre,4.7,2,0
USER035,2024-08-01,pre,5.2,0,0
USER016,2024-08-01,pre,7.4,3,0
USER047,2024-08-01,pre,9.6,2,0
USER036,2024-08-01,pre,5.4,4,0
USER021,2024-08-01,pre,0.5,0,1
USER001,2024-08-01,pre,5.0,3,0
USER033,2024-08-01,pre,2.2,1,0
USER048,2024-08-01,pre,8.2,4,0
USER014,2024-08-01,pre,3.9,1,0
USER058,2024-08-01,pre,7.7,4,1
USER011,2024-08-01,pre,5.9,5,0
USER031,2024-08-01,pre,4.0,1,0
USER007,2024-08-01,pre,6.6,2,0
USER002,2024-08-01,pre,3.4,0,0
USER020,2024-08-01,pre,5.9,2,0
USER055,2024-08-01,pre,3.3,1,0
USER051,2024-08-01,pre,2.4,3,0
USER044,2024-08-01,pre,2.1,4,0
USER006,2024-08-01,pre,2.7,2,1
USER043,2024-08-01,pre,2.8,0,0
USER042,2024-08-01,pre,2.3,3,0
USER028,2024-08-01,pre,7.9,1,0
USER013,2024-08-01,pre,7.2,1,0
USER019,2024-08-01,pre,6.2,2,0
USER015,2024-08-01,pre,3.0,2,0
USER005,2024-08-01,pre,7.8,4,0
USER029,2024-08-01,pre,7.5,1,0
USER034,2024-08-01,pre,0.9,2,0
USER045,2024-08-01,pre,6.2,5,0
USER022,2024-08-01,pre,3.4,3,1
USER039,2024-08-01,pre,6.7,2,0
USER003,2024-08-01,pre,7.5,2,0
USER037,2024-08-01,pre,5.4,1,0
USER008,2024-08-01,pre,4.6,1,0
USER057,2024-08-01,pre,3.3,4,1
USER012,2024-08-01,pre,3.7,5,0
USER009,2024-08-01,pre,1.0,4,0
USER059,2024-08-01,pre,4.5,2,0
USER053,2024-08-01,pre,2.7,1,1
USER038,2024-08-01,pre,3.0,3,0
USER060,2024-08-01,pre,5.6,2,0
USER023,2024-08-01,pre,6.9,2,0
USER025,2024-08-01,pre,5.0,0,0
USER030,2024-08-02,pre,3.0,1,0
USER045,2024-08-02,pre,6.4,1,0
USER019,2024-08-02,pre,7.1,5,0
USER055,2024-08-02,pre,7.4,2,0
USER025,2024-08-02,pre,5.3,2,1
USER006,2024-08-02,pre,7.0,3,1
USER028,2024-08-02,pre,5.3,2,0
USER007,2024-08-02,pre,1.3,0,0
USER054,2024-08-02,pre,7.4,0,0
USER001,2024-08-02,pre,5.1,3,0
USER021,2024-08-02,pre,4.2,6,0
USER018,2024-08-02,pre,5.8,1,0
USER016,2024-08-02,pre,4.4,0,0
USER015,2024-08-02,pre,8.0,2,1
USER029,2024-08-02,pre,7.9,1,0
USER044,2024-08-02,pre,5.1,2,0
USER002,2024-08-02,pre,4.1,3,1
USER031,2024-08-02,pre,6.4,2,1
USER048,2024-08-02,pre,5.7,2,1
USER056,2024-08-02,pre,9.4,3,0
USER043,2024-08-02,pre,5.0,0,0
USER057,2024-08-02,pre,2.3,0,1
USER009,2024-08-02,pre,1.8,0,0
USER032,2024-08-02,pre,5.1,2,1
USER017,2024-08-02,pre,5.6,3,0
USER040,2024-08-02,pre,2.8,3,0
USER051,2024-08-02,pre,3.2,2,0
USER027,2024-08-02,pre,7.5,3,0
USER048,2024-08-03,pre,5.7,5,0
USER045,2024-08-03,pre,4.7,3,0
USER036,2024-08-03,pre,4.1,2,0
USER025,2024-08-03,pre,6.1,6,0
USER059,2024-08-03,pre,5.2,2,0
USER017,2024-08-03,pre,2.6,2,0
USER032,2024-08-03,pre,4.9,1,0
USER055,2024-08-03,pre,8.1,1,0
USER001,2024-08-03,pre,4.8,0,1
USER050,2024-08-03,pre,6.0,3,0
USER008,2024-08-03,pre,4.3,3,0
USER039,2024-08-03,pre,7.1,1,0
USER010,2024-08-03,pre,4.9,3,0
USER041,2024-08-03,pre,5.3,1,0
USER024,2024-08-03,pre,7.4,3,1
USER023,2024-08-03,pre,6.2,2,0
USER016,2024-08-03,pre,5.2,3,0
USER051,2024-08-03,pre,4.0,3,0
USER029,2024-08-03,pre,0.8,4,0
USER022,2024-08-03,pre,6.4,0,1
USER021,2024-08-03,pre,2.5,2,0
USER052,2024-08-03,pre,8.6,2,1
USER053,2024-08-03,pre,4.1,4,0
USER026,2024-08-03,pre,3.7,3,1
USER007,2024-08-03,pre,5.0,4,0
USER021,2024-08-04,pre,6.4,2,0
USER011,2024-08-04,pre,7.4,8,1
USER033,2024-08-04,pre,5.6,2,0
USER049,2024-08-04,pre,3.8,4,0
USER034,2024-08-04,pre,4.5,2,0
USER012,2024-08-04,pre,2.5,0,0
USER013,2024-08-04,pre,8.1,1,0
USER008,2024-08-04,pre,5.0,1,0
USER014,2024-08-04,pre,4.0,3,1
USER010,2024-08-04,pre,6.5,1,0
USER040,2024-08-04,pre,5.6,2,1
USER050,2024-08-04,pre,4.3,3,0
USER028,2024-08-04,pre,5.8,2,0
USER032,2024-08-04,pre,4.4,4,0
USER058,2024-08-04,pre,2.2,4,0
USER052,2024-08-04,pre,3.3,1,0
USER020,2024-08-04,pre,4.4,5,0
USER054,2024-08-04,pre,5.1,0,0
USER023,2024-08-04,pre,7.6,4,0
USER035,2024-08-04,pre,2.9,2,1
USER024,2024-08-04,pre,6.4,0,0
USER038,2024-08-04,pre,2.0,3,0
USER007,2024-08-04,pre,4.1,2,1
USER030,2024-08-04,pre,5.0,2,0
USER037,2024-08-04,pre,3.0,2,0
USER027,2024-08-04,pre,4.8,2,0
USER016,2024-08-04,pre,4.9,2,0
USER046,2024-08-04,pre,6.7,0,1
USER057,2024-08-04,pre,4.4,2,0
USER017,2024-08-04,pre,1.3,0,0
USER036,2024-08-04,pre,3.6,1,0
USER043,2024-08-04,pre,4.6,3,1
USER042,2024-08-04,pre,5.6,2,0
USER026,2024-08-04,pre,9.1,6,0
USER022,2024-08-04,pre,9.0,2,1
USER021,2024-08-05,pre,6.9,2,0
USER045,2024-08-05,pre,5.0,3,0
USER041,2024-08-05,pre,3.2,1,0
USER018,2024-08-05,pre,1.7,2,1
USER008,2024-08-05,pre,6.9,5,0
USER029,2024-08-05,pre,4.3,1,0
USER038,2024-08-05,pre,7.3,2,0
USER014,2024-08-05,pre,7.1,3,0
USER059,2024-08-05,pre,6.3,2,0
USER050,2024-08-05,pre,2.8,2,0
USER040,2024-08-05,pre,5.4,0,0
USER020,2024-08-05,pre,6.1,3,0
USER015,2024-08-05,pre,3.2,3,0
USER006,2024-08-05,pre,3.9,1,0
USER049,2024-08-05,pre,0.5,2,0
USER037,2024-08-05,pre,3.8,3,1
USER056,2024-08-05,pre,1.3,1,0
USER017,2024-08-05,pre,6.6,2,0
USER011,2024-08-05,pre,5.8,1,0
USER005,2024-08-05,pre,5.3,2,0
USER023,2024-08-05,pre,7.1,3,0
USER043,2024-08-05,pre,6.7,2,0
USER046,2024-08-05,pre,8.0,5,0
USER003,2024-08-05,pre,7.9,3,0
USER026,2024-08-05,pre,2.8,2,0
USER037,2024-08-06,pre,5.2,4,0
USER052,2024-08-06,pre,6.8,2,1
USER039,2024-08-06,pre,4.8,0,1
USER032,2024-08-06,pre,0.8,2,1
USER021,2024-08-06,pre,3.9,1,1
USER005,2024-08-06,pre,4.9,3,1
USER043,2024-08-06,pre,8.2,2,1
USER042,2024-08-06,pre,5.2,0,0
USER001,2024-08-06,pre,4.1,3,0
USER038,2024-08-06,pre,2.7,1,0
USER002,2024-08-06,pre,1.9,5,1
USER026,2024-08-06,pre,4.3,3,1
USER046,2024-08-06,pre,4.0,2,0
USER053,2024-08-06,pre,5.0,2,1
USER023,2024-08-06,pre,6.6,2,0
USER007,2024-08-06,pre,2.2,1,1
USER040,2024-08-06,pre,4.6,0,0
USER019,2024-08-06,pre,2.6,1,0
USER050,2024-08-06,pre,4.4,4,0
USER057,2024-08-06,pre,5.6,1,0
USER011,2024-08-06,pre,4.2,6,0
USER015,2024-08-06,pre,1.6,1,1
USER018,2024-08-06,pre,6.6,3,0
USER027,2024-08-06,pre,4.7,3,0
USER045,2024-08-06,pre,2.8,2,1
USER024,2024-08-06,pre,5.4,4,0
USER003,2024-08-06,pre,5.5,4,1
USER051,2024-08-06,pre,5.3,1,0
USER008,2024-08-06,pre,3.0,1,0
USER059,2024-08-07,pre,7.4,6,0
USER032,2024-08-07,pre,5.8,4,0
USER023,2024-08-07,pre,1.9,4,0
USER031,2024-08-07,pre,7.8,1,0
USER045,2024-08-07,pre,7.7,3,0
USER050,2024-08-07,pre,0.6,1,1
USER019,2024-08-07,pre,8.4,4,0
USER021,2024-08-07,pre,6.9,1,0
USER025,2024-08-07,pre,6.0,3,0
USER035,2024-08-07,pre,4.9,2,0
USER054,2024-08-07,pre,6.5,4,1
USER055,2024-08-07,pre,7.5,4,0
USER009,2024-08-07,pre,4.2,1,0
USER052,2024-08-07,pre,1.6,2,0
USER015,2024-08-07,pre,4.7,2,0
USER013,2024-08-07,pre,2.0,2,1
USER014,2024-08-07,pre,8.0,1,0
USER016,2024-08-07,pre,2.4,3,0
USER041,2024-08-07,pre,7.0,0,0
USER036,2024-08-07,pre,4.6,5,1
USER051,2024-08-07,pre,7.6,7,0
USER020,2024-08-07,pre,1.5,1,1
USER027,2024-08-07,pre,5.0,1,0
USER022,2024-08-07,pre,2.8,2,0
USER005,2024-08-07,pre,2.2,0,0
USER003,2024-08-07,pre,3.0,2,1
USER044,2024-08-07,pre,4.9,3,0
USER049,2024-08-07,pre,1.7,2,1
USER056,2024-08-07,pre,4.3,1,0
USER026,2024-08-07,pre,6.1,1,1
USER002,2024-08-07,pre,2.0,1,1
USER018,2024-08-07,pre,4.3,0,0
USER042,2024-08-07,pre,4.1,4,0
USER010,2024-08-07,pre,5.2,4,0
USER040,2024-08-07,pre,6.6,4,0
USER007,2024-08-07,pre,3.6,2,0
USER030,2024-08-07,pre,9.9,3,1
USER004,2024-08-07,pre,5.5,3,1
USER034,2024-08-07,pre,7.4,0,0
USER024,2024-08-07,pre,3.9,1,1
USER060,2024-08-07,pre,5.6,3,0
USER048,2024-08-07,pre,3.7,4,0
USER033,2024-08-07,pre,2.8,3,1
USER053,2024-08-07,pre,8.6,1,0
USER047,2024-08-07,pre,10.0,3,0
USER016,2024-08-08,pre,2.7,3,0
USER057,2024-08-08,pre,4.8,3,0
USER026,2024-08-08,pre,5.5,0,1
USER037,2024-08-08,pre,4.6,4,1
USER044,2024-08-08,pre,4.2,0,0
USER031,2024-08-08,pre,6.1,3,0
USER001,2024-08-08,pre,5.6,2,0
USER050,2024-08-08,pre,1.7,2,1
USER056,2024-08-08,pre,5.5,2,1
USER009,2024-08-08,pre,3.8,1,0
USER043,2024-08-08,pre,3.8,4,0
USER023,2024-08-08,pre,6.5,2,0
USER029,2024-08-08,pre,5.7,0,1
USER039,2024-08-08,pre,8.4,1,1
USER021,2024-08-08,pre,8.4,2,0
USER060,2024-08-08,pre,7.9,1,0
USER049,2024-08-08,pre,2.0,0,0
USER028,2024-08-08,pre,3.9,2,0
USER020,2024-08-08,pre,6.1,3,0
USER018,2024-08-08,pre,6.5,1,0
USER005,2024-08-08,pre,9.5,1,0
USER040,2024-08-08,pre,5.4,0,0
USER013,2024-08-08,pre,5.8,1,0
USER052,2024-08-08,pre,4.5,5,0
USER019,2024-08-08,pre,9.1,3,0
USER048,2024-08-08,pre,3.5,0,0
USER012,2024-08-08,pre,3.1,6,0
USER058,2024-08-08,pre,3.1,3,1
USER045,2024-08-08,pre,8.1,1,0
USER036,2024-08-08,pre,4.4,2,0
USER055,2024-08-08,pre,0.5,2,0
USER059,2024-08-08,pre,8.2,0,0
USER029,2024-08-09,pre,8.6,10,0
USER025,2024-08-09,pre,3.0,3,0
USER021,2024-08-09,pre,7.3,2,0
USER053,2024-08-09,pre,8.6,2,0
USER014,2024-08-09,pre,5.2,2,0
USER049,2024-08-09,pre,7.2,2,1
USER019,2024-08-09,pre,4.4,1,1
USER035,2024-08-09,pre,5.0,1,0
USER043,2024-08-09,pre,1.6,6,0
USER004,2024-08-09,pre,5.3,2,0
USER012,2024-08-09,pre,1.6,0,0
USER045,2024-08-09,pre,4.2,5,0
USER020,2024-08-09,pre,9.3,5,0
USER037,2024-08-09,pre,4.0,0,0
USER059,2024-08-09,pre,6.4,2,0
USER026,2024-08-09,pre,4.4,7,0
USER034,2024-08-09,pre,4.6,3,0
USER040,2024-08-09,pre,8.1,3,0
